0	0
1	0
2	1
3	0
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
5	1
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
7	1
7	1
7	1
8	2
8	2
9	0
9	0
10	0
10	0
11	0
12	0
13	1
14	0
15	0
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
16	2
17	2
17	2
17	2
17	2
17	2
17	2
18	1
19	1
20	1
21	1
22	0
23	1
24	2
25	2
26	1
27	1
27	1
28	2
29	0
29	0
29	0
30	1
30	1
30	1
31	1
31	1
31	1
32	2
33	2
34	0
35	0
36	2
37	1
38	1
39	0
40	0
40	0
41	1
42	1
43	0
44	2
45	1
46	0
47	1
48	2
48	2
49	2
49	2
49	2
49	2
50	1
51	0
52	1
53	0
54	0
55	2
56	0
57	1
58	0
59	1
60	0
61	1
61	1
62	0
63	0
64	0
65	0
66	0
67	1
68	2
69	0
70	0
71	0
72	0
73	2
74	1
75	1
76	1
77	2
77	2
78	0
79	2
79	2
80	1
81	0
82	0
83	0
84	0
85	1
86	0
86	0
86	0
86	0
86	0
86	0
86	0
86	0
86	0
87	2
88	0
89	1
89	1
89	1
89	1
89	1
89	2
89	2
89	2
89	2
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
90	0
91	1
92	1
92	1
93	0
94	0
95	1
96	2
97	0
98	0
99	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
100	1
101	1
102	1
103	0
104	1
105	0
106	2
107	1
108	0
108	0
109	1
110	0
111	0
112	1
113	0
114	0
115	1
116	2
117	0
118	0
119	1
120	1
121	1
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
122	2
123	0
123	0
124	0
125	2
126	1
127	0
128	2
129	2
130	0
131	1
132	1
133	2
134	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
135	0
136	1
137	0
138	0
139	1
140	1
141	0
141	0
141	0
141	0
141	0
141	0
141	0
142	2
143	1
143	1
143	1
144	1
145	2
146	1
147	2
148	2
149	2
150	2
151	1
152	1
153	1
154	2
155	0
155	0
156	0
157	2
157	2
157	2
158	1
159	0
160	2
161	2
161	2
161	2
161	2
161	2
161	2
161	2
162	0
163	2
164	2
164	2
165	1
166	1
166	1
166	1
167	2
168	2
168	2
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
169	1
170	2
171	1
172	0
173	0
174	2
175	2
176	2
